,Artist,Song,Class,probability_vector,label_vector
485,Doobie,Hate Song,hate,"[0.05432283878326416, 0.2383219599723816, 0.17265954613685608, 0.39267000555992126, 0.0024969279766082764, 0.023972630500793457, 0.001555114984512329]","[0, 0, 0, 1, 0, 0, 0]"
486,Duncan Laurence,Love Don’t Hate It,hate,"[0.1443786323070526, 0.37229812145233154, 0.30936378240585327, 0.36930620670318604, 0.04161682724952698, 0.06893002986907959, 0.015278816223144531]","[0, 1, 0, 0, 0, 0, 0]"
487,GAYLE,​abcdefu,hate,"[0.1446964144706726, 0.16394764184951782, 0.11592358350753784, 0.4162784218788147, 0.005987018346786499, 0.07752373814582825, 0.15836524963378906]","[0, 0, 0, 1, 0, 0, 0]"
488,Simon Curtis,I Hate U,hate,"[0.10363128781318665, 0.26258426904678345, 0.19959145784378052, 0.4482932984828949, 0.013845473527908325, 0.10234135389328003, 0.04169851541519165]","[0, 0, 0, 1, 0, 0, 0]"
489,Cheat Codes,Hate You + Love You,hate,"[0.04478442668914795, 0.3308399021625519, 0.2666633725166321, 0.38981562852859497, 0.011121809482574463, 0.043425053358078, 0.002648293972015381]","[0, 0, 0, 1, 0, 0, 0]"
490,Taylor Swift,Bad Blood,hate,"[0.09025314450263977, 0.24895906448364258, 0.18029096722602844, 0.41311323642730713, 0.004612624645233154, 0.04764583706855774, 0.010008096694946289]","[0, 0, 0, 1, 0, 0, 0]"
491,Ugly Kid Joe,Everything About You,hate,"[0.1639173924922943, 0.1602168083190918, 0.10607463121414185, 0.423997700214386, 0.0010021626949310303, 0.01425352692604065, 0.007883042097091675]","[0, 0, 0, 1, 0, 0, 0]"
492,Radiohead,Creep,hate,"[0.21655228734016418, 0.35108527541160583, 0.3347330689430237, 0.2738509178161621, 0.040815114974975586, 0.12530064582824707, 0.045785099267959595]","[0, 1, 0, 0, 0, 0, 0]"
493,Eminem,Kim,hate,"[0.03861162066459656, 0.07203292846679688, 0.046298593282699585, 0.40735888481140137, 4.394082679937128e-06, 0.008669495582580566, 0.010610073804855347]","[0, 0, 0, 1, 0, 0, 0]"
494,Plain White T’s,Hate (I Really Don’t Like You),hate,"[0.21696653962135315, 0.36681538820266724, 0.33145052194595337, 0.4369813799858093, 0.08741846680641174, 0.09731167554855347, 0.07712298631668091]","[0, 0, 0, 1, 0, 0, 0]"
495,Against Me!,Black Me Out,hate,"[0.16051137447357178, 0.29320135712623596, 0.21169841289520264, 0.4001176357269287, 0.010323673486709595, 0.11004698276519775, 0.4667700529098511]","[0, 0, 0, 0, 0, 0, 1]"
496,Nessa Barrett,​i hope ur miserable until ur dead,hate,"[0.049274981021881104, 0.2565280795097351, 0.14316195249557495, 0.44283488392829895, 0.0013398528099060059, 0.03663340210914612, 0.015646278858184814]","[0, 0, 0, 1, 0, 0, 0]"
497,The Goo Goo Dolls,Hate This Place,hate,"[0.1385589838027954, 0.38921499252319336, 0.32745736837387085, 0.3984893560409546, 0.04227003455162048, 0.10174936056137085, 0.013124644756317139]","[0, 0, 0, 1, 0, 0, 0]"
498,Lady A,Worship What I Hate,hate,"[0.056216806173324585, 0.33444297313690186, 0.1980127990245819, 0.28079766035079956, 0.002084583044052124, 0.021066129207611084, 0.008316367864608765]","[0, 1, 0, 0, 0, 0, 0]"
499,Tory Lanez,Hate To Say,hate,"[0.006038546562194824, 0.07011586427688599, 0.019829154014587402, 0.3887039124965668, 5.583969198141858e-08, 0.006983965635299683, 0.009913533926010132]","[0, 0, 0, 1, 0, 0, 0]"
500,Penetration,Don’t Dictate,hate,"[0.2565266191959381, 0.3787161707878113, 0.3327241837978363, 0.4520523250102997, 0.1393289864063263, 0.1867990791797638, 0.1308434009552002]","[0, 0, 0, 1, 0, 0, 0]"
501,Passenger,I Hate,hate,"[0.039541095495224, 0.08629438281059265, 0.024686574935913086, 0.4032597243785858, 3.848078904411523e-06, 0.0063645243644714355, 0.016602009534835815]","[0, 0, 0, 1, 0, 0, 0]"
502,Danko Jones,Baby Hates Me,hate,"[0.13420158624649048, 0.21868789196014404, 0.19374486804008484, 0.42714884877204895, 0.0021522939205169678, 0.04247838258743286, 0.0054562389850616455]","[0, 0, 0, 1, 0, 0, 0]"
503,Brand New,Seventy Times 7,hate,"[0.11972928047180176, 0.3186114728450775, 0.08829480409622192, 0.3543357849121094, 0.0003536045551300049, 0.006555050611495972, 0.0042504072189331055]","[0, 0, 0, 1, 0, 0, 0]"
504,Disturbed,Who Taught You How to Hate,hate,"[0.024642109870910645, 0.19481241703033447, 0.08166515827178955, 0.42136234045028687, 2.4532077077310532e-05, 0.006183922290802002, 0.020694643259048462]","[0, 0, 0, 1, 0, 0, 0]"
505,The Persuaders,Thin Line Between Love and Hate,hate,"[0.1300548017024994, 0.14882192015647888, 0.1379002332687378, 0.41408002376556396, 0.0016714930534362793, 0.00698930025100708, 0.036514878273010254]","[0, 0, 0, 1, 0, 0, 0]"
506,Shofu,Pokemon Cypher 2016,hate,"[0.06900715827941895, 0.04241538047790527, 0.03307163715362549, 0.11270084977149963, 3.952272322749195e-07, 0.021255582571029663, 0.00500863790512085]","[0, 0, 0, 1, 0, 0, 0]"
507,Kodak Black,Hate Being Alone,hate,"[0.10585525631904602, 0.1832539141178131, 0.15821436047554016, 0.16365262866020203, 0.0010294616222381592, 0.11340516805648804, 0.0018580853939056396]","[0, 1, 0, 0, 0, 0, 0]"
508,Plush,Hate,hate,"[0.12813997268676758, 0.29663926362991333, 0.15593475103378296, 0.4536653757095337, 0.01903623342514038, 0.04841175675392151, 0.035081446170806885]","[0, 0, 0, 1, 0, 0, 0]"
509,Limp Bizkit,Just Drop Dead,hate,"[0.03015914559364319, 0.059048354625701904, 0.058046162128448486, 0.394776850938797, 3.3153395634144545e-05, 0.03527003526687622, 0.003004610538482666]","[0, 0, 0, 1, 0, 0, 0]"
510,Anthrax,1000 Points of Hate,hate,"[0.07244336605072021, 0.2806971073150635, 0.17684954404830933, 0.4481905996799469, 0.0014123022556304932, 0.020047247409820557, 0.00986248254776001]","[0, 0, 0, 1, 0, 0, 0]"
511,Green Day,Platypus (I Hate You),hate,"[0.06164625287055969, 0.24864831566810608, 0.17441606521606445, 0.4324260950088501, 0.001376509666442871, 0.06927978992462158, 0.009753018617630005]","[0, 0, 0, 1, 0, 0, 0]"
512,Pride & Glory,Hate Your Guts,hate,"[0.06330209970474243, 0.09015443921089172, 0.03677481412887573, 0.42363959550857544, 5.1828970754286274e-05, 0.025808274745941162, 0.0036104321479797363]","[0, 0, 0, 1, 0, 0, 0]"
513,Godsmack,Cryin’ Like a Bitch,hate,"[0.20002394914627075, 0.2856530249118805, 0.20102012157440186, 0.43203526735305786, 0.004567325115203857, 0.11783432960510254, 0.08325207233428955]","[0, 0, 0, 1, 0, 0, 0]"
514,Cher,I Hate to Sleep Alone,hate,"[0.16960254311561584, 0.39136072993278503, 0.2930508255958557, 0.45075562596321106, 0.09217119216918945, 0.10513418912887573, 0.036557167768478394]","[0, 0, 0, 1, 0, 0, 0]"
515,Public Enemy,You’re Gonna get Yours,hate,"[0.04453781247138977, 0.16389939188957214, 0.05894571542739868, 0.29890698194503784, 4.931533840135671e-05, 0.00798073410987854, 0.015475183725357056]","[0, 0, 0, 1, 0, 0, 0]"
516,Lacuna Coil,You Love Me ’Cause I Hate You,hate,"[0.05629241466522217, 0.26223450899124146, 0.19020730257034302, 0.44743016362190247, 0.003945648670196533, 0.03073754906654358, 0.01509353518486023]","[0, 0, 0, 1, 0, 0, 0]"
517,​The Wildhearts,Hate The World Day,hate,"[0.14155250787734985, 0.20972776412963867, 0.11278361082077026, 0.21836921572685242, 7.03780387993902e-05, 0.01268148422241211, 0.024176806211471558]","[0, 0, 0, 1, 0, 0, 0]"
518,Toto,High Price Of Hate,hate,"[0.06747537851333618, 0.21262434124946594, 0.09873661398887634, 0.4424683749675751, 0.0007347762584686279, 0.024572253227233887, 0.03783339262008667]","[0, 0, 0, 1, 0, 0, 0]"
519,Ice-T,Don’t Hate the Playa,hate,"[0.005033642053604126, 0.012341499328613281, 0.006609797477722168, 0.4026206135749817, 5.9123168583141705e-09, 0.005997657775878906, 0.0035084784030914307]","[0, 0, 0, 1, 0, 0, 0]"
520,Noam Chomsky,A Modest Proposal,hate,"[0.00011986376193817705, 7.834117423044518e-05, 2.779190992896474e-07, 0.16182085871696472, 1.2014249356201145e-18, 1.508685620876804e-09, 0.6192662119865417]","[0, 0, 0, 0, 0, 0, 1]"
521,Billy Crystal,I Hate When That Happens,hate,"[0.04960402846336365, 0.049122124910354614, 0.034243762493133545, 0.20716601610183716, 6.220908744580811e-06, 0.002336651086807251, 0.012186318635940552]","[0, 0, 0, 1, 0, 0, 0]"
522,Shania Twain,Hate To Love,hate,"[0.05532485246658325, 0.3191906213760376, 0.23655235767364502, 0.4167986810207367, 0.007131904363632202, 0.03390097618103027, 0.010924309492111206]","[0, 0, 0, 1, 0, 0, 0]"
523,Lita Ford,Love 2 Hate U,hate,"[0.20002469420433044, 0.28939056396484375, 0.20649510622024536, 0.43406134843826294, 0.006602376699447632, 0.056464701890945435, 0.07979786396026611]","[0, 0, 0, 1, 0, 0, 0]"
524,Thievery Corporation,Marching the Hate Machines (Into the Sun),hate,"[0.2854611873626709, 0.3170558214187622, 0.30415141582489014, 0.4514012932777405, 0.04331985116004944, 0.25906282663345337, 0.12826105952262878]","[0, 0, 0, 1, 0, 0, 0]"
525,Tenille Arts,I Hate This,hate,"[0.10459861159324646, 0.31559911370277405, 0.22586271166801453, 0.4407864809036255, 0.0061821043491363525, 0.04213899374008179, 0.007647812366485596]","[0, 0, 0, 1, 0, 0, 0]"
526,K. Michelle,Hate On Her,hate,"[0.15774577856063843, 0.3285417854785919, 0.28572869300842285, 0.40451133251190186, 0.00313529372215271, 0.09066551923751831, 0.05679050087928772]","[0, 0, 0, 1, 0, 0, 0]"
527,The Specials,Little Bitch,hate,"[0.06748214364051819, 0.20743197202682495, 0.1367199718952179, 0.36189067363739014, 0.00016757845878601074, 0.004668593406677246, 0.019781500101089478]","[0, 0, 0, 1, 0, 0, 0]"
528,Billy Squier,"If You Would Hate Me Less, I’d Love You More",hate,"[0.04585137963294983, 0.23645448684692383, 0.12691518664360046, 0.43002480268478394, 0.0024062395095825195, 0.008729100227355957, 0.010477155447006226]","[0, 0, 0, 1, 0, 0, 0]"
529,Sasha Alex Sloan,Someone You Hate,hate,"[0.12129923701286316, 0.36672037839889526, 0.2238743007183075, 0.38008689880371094, 0.012456178665161133, 0.0727112889289856, 0.02593785524368286]","[0, 0, 0, 1, 0, 0, 0]"
530,2Baba,I Hate What You Do To Me,hate,"[0.10024186968803406, 0.32618093490600586, 0.2345595359802246, 0.29226815700531006, 0.010289311408996582, 0.05784597992897034, 0.0042674243450164795]","[0, 1, 0, 0, 0, 0, 0]"
531,Suicidal Tendencies,I’ll Hate You Better,hate,"[0.20614886283874512, 0.34839242696762085, 0.2692161202430725, 0.44520026445388794, 0.025094956159591675, 0.17619574069976807, 0.14321285486221313]","[0, 0, 0, 1, 0, 0, 0]"
532,Black Veil Brides,All Your Hate,hate,"[0.1488962471485138, 0.30467239022254944, 0.20958560705184937, 0.43095919489860535, 0.015979915857315063, 0.12410810589790344, 0.10633695125579834]","[0, 0, 0, 1, 0, 0, 0]"
533,Amanda Palmer & The Grand Theft Orchestra,The Killing Type,hate,"[0.07199841737747192, 0.2510779798030853, 0.10993871092796326, 0.3856988549232483, 0.00024273991584777832, 0.01527547836303711, 0.04351446032524109]","[0, 0, 0, 1, 0, 0, 0]"
534,Dope,Die MF Die,hate,"[0.2241573929786682, 0.35162726044654846, 0.27170124650001526, 0.4463387727737427, 0.023993492126464844, 0.1276482343673706, 0.08666932582855225]","[0, 0, 0, 1, 0, 0, 0]"
535,Dolly Parton,I Will Forever Hate Roses,hate,"[0.05294513702392578, 0.280701220035553, 0.18341106176376343, 0.44108420610427856, 0.014946043491363525, 0.039691925048828125, 0.058041781187057495]","[0, 0, 0, 1, 0, 0, 0]"
536,Austin John,Hate That I’m Loving It,hate,"[0.08497467637062073, 0.23276188969612122, 0.2285262942314148, 0.4243065118789673, 0.0029615461826324463, 0.06094890832901001, 0.0057578980922698975]","[0, 0, 0, 1, 0, 0, 0]"
537,Kreator,Hate Inside Your Head,hate,"[0.15649977326393127, 0.2578513026237488, 0.12961319088935852, 0.442028671503067, 0.00590890645980835, 0.05016094446182251, 0.06155964732170105]","[0, 0, 0, 1, 0, 0, 0]"
538,Underoath,​ihateit,hate,"[0.08337190747261047, 0.3105897307395935, 0.22132274508476257, 0.43566572666168213, 0.012858569622039795, 0.04212599992752075, 0.01503250002861023]","[0, 0, 0, 1, 0, 0, 0]"
539,Porcupine Tree,Hatesong,hate,"[0.3104860782623291, 0.3564339280128479, 0.24705824255943298, 0.4518372118473053, 0.05750727653503418, 0.17906418442726135, 0.35024625062942505]","[0, 0, 0, 1, 0, 0, 0]"
540,Kreator,Love Us or Hate Us,hate,"[0.07811865210533142, 0.24278250336647034, 0.1537056863307953, 0.4370260238647461, 0.000748366117477417, 0.04555046558380127, 0.051101356744766235]","[0, 0, 0, 1, 0, 0, 0]"
541,Slipknot,People = Shit,hate,"[0.054875582456588745, 0.20175641775131226, 0.1500171720981598, 0.4233301281929016, 0.00034543871879577637, 0.09890136122703552, 0.01443934440612793]","[0, 0, 0, 1, 0, 0, 0]"
542,The Clash,Hateful,hate,"[0.29601091146469116, 0.3055163621902466, 0.2855013906955719, 0.3809454143047333, 0.016359597444534302, 0.16440284252166748, 0.14460572600364685]","[0, 0, 0, 1, 0, 0, 0]"
543,Roy Harper,I Hate The White Man,hate,"[0.0755317211151123, 0.15853595733642578, 0.10811722278594971, 0.25083962082862854, 0.00017154216766357422, 0.003686457872390747, 0.34584179520606995]","[0, 0, 0, 0, 0, 0, 1]"
544,Queens of the Stone Age,Broken Box,hate,"[0.1436190903186798, 0.3524281978607178, 0.3408365249633789, 0.4021359384059906, 0.01499861478805542, 0.09158432483673096, 0.020385831594467163]","[0, 0, 0, 1, 0, 0, 0]"
545,Waylon Jennings,Woman I Hate It,hate,"[0.16831493377685547, 0.25867971777915955, 0.18245482444763184, 0.42872583866119385, 0.006424605846405029, 0.036681681871414185, 0.08377563953399658]","[0, 0, 0, 1, 0, 0, 0]"
546,Future,Hate in Your Soul,hate,"[0.045950502157211304, 0.11783793568611145, 0.09147775173187256, 0.3516899645328522, 5.1588911446742713e-05, 0.12638017535209656, 0.11741715669631958]","[0, 0, 0, 1, 0, 0, 0]"
547,I Was A Cub Scout,I Hate Nightclubs,hate,"[0.2507050037384033, 0.353712797164917, 0.32873106002807617, 0.4476698040962219, 0.0939229428768158, 0.18878763914108276, 0.04503622651100159]","[0, 0, 0, 1, 0, 0, 0]"
548,The Game,Why You Hate the Game,hate,"[0.008956968784332275, 0.024846166372299194, 0.012916237115859985, 0.41338831186294556, 2.335857018920251e-08, 0.014216750860214233, 0.060391366481781006]","[0, 0, 0, 1, 0, 0, 0]"
549,​dodie,Hate Myself,hate,"[0.05762612819671631, 0.238155335187912, 0.1647227704524994, 0.2665538489818573, 0.00020363926887512207, 0.007542163133621216, 0.006900101900100708]","[0, 0, 0, 1, 0, 0, 0]"
550,NOFX,American Errorist (I Hate Hate Haters),hate,"[0.25175970792770386, 0.3761087656021118, 0.2606218457221985, 0.4507047235965729, 0.08409523963928223, 0.18427592515945435, 0.22645336389541626]","[0, 0, 0, 1, 0, 0, 0]"
551,​The Dils,I Hate the Rich,hate,"[0.30518704652786255, 0.32558754086494446, 0.2283332645893097, 0.4552077054977417, 0.01793801784515381, 0.2388906478881836, 0.13178643584251404]","[0, 0, 0, 1, 0, 0, 0]"
552,Kevin Smith,Jay and Silent Bob Strike Back (script),hate,"[0.09085559844970703, 0.1068490743637085, 0.03426557779312134, 0.324521005153656, 8.922217489271134e-07, 0.002274423837661743, 0.5570763349533081]","[0, 0, 0, 0, 0, 0, 1]"
553,Marmozets,Why Do You Hate Me?,hate,"[0.21052727103233337, 0.2947828769683838, 0.22023585438728333, 0.41420015692710876, 0.011037945747375488, 0.04117205739021301, 0.05084651708602905]","[0, 0, 0, 1, 0, 0, 0]"
554,Bad Religion,Recipe for Hate,hate,"[0.22386103868484497, 0.3203609585762024, 0.19828543066978455, 0.4261297881603241, 0.012937277555465698, 0.08959096670150757, 0.1879480481147766]","[0, 0, 0, 1, 0, 0, 0]"
555,DinoKyu,"A Guide To The (Solo) Discography of Royce da 5'9""",hate,"[0.030665189027786255, 0.02050873637199402, 0.0032747387886047363, 0.36391302943229675, 2.398525822400188e-09, 0.00014534592628479004, 0.5461381077766418]","[0, 0, 0, 0, 0, 0, 1]"
556,Killswitch Engage,Unleashed,hate,"[0.13298574090003967, 0.3266523480415344, 0.1436798870563507, 0.4292195439338684, 0.004835784435272217, 0.03145158290863037, 0.039557427167892456]","[0, 0, 0, 1, 0, 0, 0]"
557,Simple Plan,P.S. I Hate You,hate,"[0.10276094079017639, 0.3370130658149719, 0.23371171951293945, 0.363589346408844, 0.015078574419021606, 0.017004460096359253, 0.008815884590148926]","[0, 0, 0, 1, 0, 0, 0]"
558,Insane Clown Posse,Hate Her to Death,hate,"[0.06658947467803955, 0.28867223858833313, 0.13270926475524902, 0.41661760210990906, 0.0017430484294891357, 0.027377307415008545, 0.0026036202907562256]","[0, 0, 0, 1, 0, 0, 0]"
559,Hollywood Undead,Kill Everyone,hate,"[0.06690272688865662, 0.2945554554462433, 0.1537865698337555, 0.43048661947250366, 0.0007877051830291748, 0.04855608940124512, 0.025961637496948242]","[0, 0, 0, 1, 0, 0, 0]"
560,Bob Mould,I Hate Alternative Rock,hate,"[0.207534521818161, 0.3410317599773407, 0.2454736828804016, 0.44143274426460266, 0.04399105906486511, 0.1327303946018219, 0.09856954216957092]","[0, 0, 0, 1, 0, 0, 0]"
561,Scorpions,Hate to Be Nice,hate,"[0.23617151379585266, 0.26761001348495483, 0.3114575147628784, 0.4242578148841858, 0.019931435585021973, 0.08509767055511475, 0.051326632499694824]","[0, 0, 0, 1, 0, 0, 0]"
562,Bloodhound Gang,I Hope You Die,hate,"[0.11276742815971375, 0.10206478834152222, 0.043536365032196045, 0.37913134694099426, 2.4291841327794828e-05, 0.005071043968200684, 0.007050931453704834]","[0, 0, 0, 1, 0, 0, 0]"
563,Kiss,You Love Me to Hate You,hate,"[0.09153032302856445, 0.2879341244697571, 0.2641644775867462, 0.4015890955924988, 0.002474278211593628, 0.026590853929519653, 0.006896764039993286]","[0, 0, 0, 1, 0, 0, 0]"
564,AFI,Kill Caustic,hate,"[0.1570877730846405, 0.3558906316757202, 0.16986757516860962, 0.4460615813732147, 0.02793431282043457, 0.0650869607925415, 0.04291960597038269]","[0, 0, 0, 1, 0, 0, 0]"
565,White Zombie,Shack of Hate,hate,"[0.13712775707244873, 0.22166845202445984, 0.1529138684272766, 0.4403744339942932, 0.0057370662689208984, 0.060015857219696045, 0.10592189431190491]","[0, 0, 0, 1, 0, 0, 0]"
566,Episode Six,"Love, Hate, Revenge",hate,"[0.2705414891242981, 0.2659168541431427, 0.32486122846603394, 0.366410493850708, 0.008304089307785034, 0.11233580112457275, 0.03477242588996887]","[0, 0, 0, 1, 0, 0, 0]"
567,Kelly Clarkson,I Hate Myself For Losing You,hate,"[0.07503798604011536, 0.3662087321281433, 0.19773662090301514, 0.4060695469379425, 0.006680101156234741, 0.01769036054611206, 0.011443763971328735]","[0, 0, 0, 1, 0, 0, 0]"
568,Fear Factory,Replica,hate,"[0.1317691206932068, 0.3066530227661133, 0.24449649453163147, 0.451183021068573, 0.01729258894920349, 0.1348036229610443, 0.04566103219985962]","[0, 0, 0, 1, 0, 0, 0]"
569,Lil Wayne,How to Hate,hate,"[0.019465744495391846, 0.07416653633117676, 0.08616068959236145, 0.34089934825897217, 6.629908057220746e-06, 0.024842292070388794, 0.20543277263641357]","[0, 0, 0, 1, 0, 0, 0]"
570,The Avett Brothers,The Ballad Of Love And Hate,hate,"[0.05631905794143677, 0.1701648235321045, 0.08051854372024536, 0.17080149054527283, 1.729205541778356e-05, 0.005556643009185791, 0.028767377138137817]","[0, 0, 0, 1, 0, 0, 0]"
571,JAY-Z,Some People Hate,hate,"[0.023970693349838257, 0.0653901994228363, 0.05231639742851257, 0.39689716696739197, 1.3339289353098138e-06, 0.016435056924819946, 0.07589256763458252]","[0, 0, 0, 1, 0, 0, 0]"
572,Silverchair,Learn to Hate,hate,"[0.19618237018585205, 0.25176000595092773, 0.1969342827796936, 0.44793155789375305, 0.002462238073348999, 0.07515662908554077, 0.05072641372680664]","[0, 0, 0, 1, 0, 0, 0]"
573,Ice Cube,True to the Game (Clean Edit),hate,"[0.0988025963306427, 0.11568188667297363, 0.08696117997169495, 0.18055835366249084, 3.9470520277973264e-05, 0.014971017837524414, 0.12693142890930176]","[0, 0, 0, 1, 0, 0, 0]"
574,The Mountain Goats,No Children,hate,"[0.07650470733642578, 0.29101911187171936, 0.12749823927879333, 0.3328371047973633, 0.0010792315006256104, 0.010516315698623657, 0.013606935739517212]","[0, 0, 0, 1, 0, 0, 0]"
575,Yukmouth,U Love 2 Hate,hate,"[0.07333332300186157, 0.04758736491203308, 0.045381247997283936, 0.40375009179115295, 3.970177203882486e-06, 0.027724534273147583, 0.13643750548362732]","[0, 0, 0, 1, 0, 0, 0]"
576,Cheap Trick,I Love You Honey But I Hate Your Friends,hate,"[0.0806022584438324, 0.1371612548828125, 0.07638546824455261, 0.41517549753189087, 0.00048300623893737793, 0.020576268434524536, 0.020206540822982788]","[0, 0, 0, 1, 0, 0, 0]"
577,Alesana,"Congratulations, I Hate You",hate,"[0.04031449556350708, 0.2716309130191803, 0.18914851546287537, 0.41734033823013306, 0.00044921040534973145, 0.005759775638580322, 0.004588812589645386]","[0, 0, 0, 1, 0, 0, 0]"
